id,user,uid,version,changeset,timestamp
4931115,bhavana naga,5677293,7,51714802,2017-09-04T10:25:44Z
13278981,SJFriedl,2709708,5,31215288,2015-05-17T00:26:07Z
13278992,SJFriedl,2709708,8,30921317,2015-05-08T21:27:41Z
13278999,SJFriedl,2709708,9,38742590,2016-04-21T00:12:24Z
13279007,SJFriedl,2709708,3,39280043,2016-05-13T00:20:56Z
13279018,SJFriedl,2709708,6,39254755,2016-05-11T22:59:17Z
13279022,SJFriedl,2709708,2,31071390,2015-05-13T01:26:33Z
13279025,DaveHansenTiger,7168,1,555207,2007-11-18T21:49:39Z
13279038,SJFriedl,2709708,4,38486269,2016-04-11T21:40:01Z
13279051,SJFriedl,2709708,3,31297123,2015-05-19T20:42:28Z
13279069,SJFriedl,2709708,3,31210688,2015-05-16T19:49:30Z
13279072,SJFriedl,2709708,3,31210688,2015-05-16T19:49:30Z
13279074,SJFriedl,2709708,3,31210688,2015-05-16T19:49:31Z
13279113,SJFriedl,2709708,4,33225531,2015-08-09T19:16:55Z
13279160,marthaleena,5659851,15,51993158,2017-09-13T05:52:59Z
13279184,AM909,82317,2,4915875,2010-06-06T09:43:29Z
13279186,AM909,82317,2,4915875,2010-06-06T09:43:35Z
13279187,AM909,82317,2,4915875,2010-06-06T09:43:22Z
13279189,AM909,82317,2,4915875,2010-06-06T09:43:33Z
13279191,AM909,82317,2,4915875,2010-06-06T09:43:09Z
13279227,AM909,82317,3,5064231,2010-06-24T08:18:46Z
13279253,n76,318696,15,48636850,2017-05-12T22:22:38Z
13279255,adbrown,54598,3,3147872,2009-11-18T07:16:02Z
13279267,adbrown,54598,2,3087410,2009-11-11T04:40:40Z
13279304,Chris Bell in California,194231,3,4744631,2010-05-19T03:41:39Z
13279309,SJFriedl,2709708,5,31333121,2015-05-21T05:06:34Z
13279325,AM909,82317,4,5096712,2010-06-28T11:21:50Z
13279327,DavidKewley,4179946,5,43146493,2016-10-25T01:26:25Z
13279345,SJFriedl,2709708,3,39280043,2016-05-13T00:21:59Z
13279347,SJFriedl,2709708,2,39148497,2016-05-06T17:04:56Z
13279362,AM909,82317,3,5064231,2010-06-24T08:18:09Z
13279364,release_candidate,1239795,3,42793176,2016-10-11T06:26:25Z
13279369,release_candidate,1239795,3,42793176,2016-10-11T06:26:30Z
13279380,ToeBee,262151,6,12443128,2012-07-23T05:20:33Z
13279500,SJFriedl,2709708,5,38906829,2016-04-26T23:08:41Z
13279514,AM909,82317,3,5071149,2010-06-25T06:09:07Z
13279638,AM909,82317,3,5064231,2010-06-24T08:18:35Z
13279643,AM909,82317,2,5064231,2010-06-24T08:18:34Z
13279647,AM909,82317,2,5064231,2010-06-24T08:18:14Z
13279676,Phil Shipley,44659,3,712136,2009-03-01T12:45:28Z
13279691,AM909,82317,3,5064231,2010-06-24T08:19:11Z
13279695,AM909,82317,3,5064231,2010-06-24T08:18:56Z
13279702,Phil Shipley,44659,4,270728,2009-02-08T18:09:10Z
13279708,DavidKewley,4179946,5,44103641,2016-12-02T03:52:12Z
13279711,AM909,82317,2,5130976,2010-07-04T09:19:06Z
13279768,Phil Shipley,44659,2,322879,2009-02-09T19:23:38Z
13279770,DavidKewley,4179946,3,43525346,2016-11-10T06:01:01Z
13279771,DavidKewley,4179946,4,43525346,2016-11-10T06:01:01Z
13279773,DavidKewley,4179946,3,43525346,2016-11-10T06:01:01Z
13279806,Phil Shipley,44659,2,692349,2009-02-27T23:09:23Z
13279852,SJFriedl,2709708,15,37173109,2016-02-12T17:26:50Z
13279864,SJFriedl,2709708,3,32216636,2015-06-26T01:16:05Z
13279885,saikabhi,3029661,8,53262052,2017-10-26T12:20:11Z
13279895,DavidKewley,4179946,5,57095144,2018-03-11T22:37:53Z
13279904,DavidKewley,4179946,4,57095144,2018-03-11T22:37:53Z
13279909,samely,2512300,7,37675885,2016-03-07T22:18:31Z
13279913,DavidKewley,4179946,5,57929749,2018-04-09T05:56:21Z
13279935,AM909,82317,3,5064231,2010-06-24T08:19:04Z
13279938,AM909,82317,3,5064231,2010-06-24T08:18:47Z
13279942,ponzu,101657,4,8117758,2011-05-12T00:40:16Z
13279951,AM909,82317,2,4915875,2010-06-06T09:43:25Z
13279953,AM909,82317,2,4915875,2010-06-06T09:43:33Z
13279954,AM909,82317,2,4915875,2010-06-06T09:43:21Z
13280074,adbrown,54598,2,3087410,2009-11-11T04:40:36Z
13280089,Phil Shipley,44659,2,322879,2009-02-09T19:01:44Z
13280102,DavidKewley,4179946,2,43525346,2016-11-10T06:01:02Z
13280137,SJFriedl,2709708,4,31333121,2015-05-21T05:06:34Z
13280146,MajorTC,4363132,6,41333800,2016-08-08T21:38:02Z
13280175,AM909,82317,3,5096712,2010-06-28T11:21:55Z
13280179,Phil Shipley,44659,2,740708,2009-03-05T20:06:57Z
13280208,SJFriedl,2709708,4,38907137,2016-04-26T23:58:55Z
13280212,SJFriedl,2709708,3,38907137,2016-04-26T23:58:54Z
13280220,AM909,82317,2,5064231,2010-06-24T08:19:12Z
13280326,Phil Shipley,44659,2,322879,2009-02-09T18:50:05Z
13280353,adbrown,54598,2,3046408,2009-11-06T08:42:58Z
13280391,AM909,82317,3,5064231,2010-06-24T08:18:40Z
13280424,AM909,82317,3,5064231,2010-06-24T08:18:56Z
13280425,AM909,82317,4,5064231,2010-06-24T08:17:58Z
13280429,AM909,82317,3,5064231,2010-06-24T08:19:01Z
13280435,AM909,82317,3,5064231,2010-06-24T08:18:01Z
13280439,release_candidate,1239795,6,42793176,2016-10-11T06:26:30Z
13280447,Chris Bell in California,194231,2,4819650,2010-05-27T07:20:20Z
13280455,Phil Shipley,44659,2,712136,2009-03-01T12:39:21Z
13280461,SJFriedl,2709708,7,39229263,2016-05-10T22:03:49Z
13280462,SJFriedl,2709708,5,39229263,2016-05-10T22:03:53Z
13280464,release_candidate,1239795,3,42793176,2016-10-11T06:26:26Z
13280519,DaveHansenTiger,7168,1,555207,2007-11-18T21:59:05Z
13280520,DaveHansenTiger,7168,1,555207,2007-11-18T21:59:06Z
13280551,release_candidate,1239795,3,42793176,2016-10-11T06:26:26Z
13280574,DavidKewley,4179946,4,42399222,2016-09-24T05:51:08Z
13280596,AM909,82317,3,5064231,2010-06-24T08:18:59Z
13280602,samely,2512300,13,37674267,2016-03-07T20:54:21Z
13280603,ashleyannmathew,4994101,8,51748815,2017-09-05T12:22:18Z
13280606,muziriana,6058023,5,51534490,2017-08-29T09:50:19Z
13280612,SJFriedl,2709708,4,33754102,2015-09-02T15:14:33Z
13280636,DavidKewley,4179946,12,42194566,2016-09-16T05:34:14Z
13280648,AM909,82317,3,5064231,2010-06-24T08:19:10Z
13280651,AM909,82317,2,5064231,2010-06-24T08:18:49Z
13280652,AM909,82317,2,5064231,2010-06-24T08:18:56Z
13280653,DavidKewley,4179946,4,42482371,2016-09-27T23:11:10Z
13280725,release_candidate,1239795,3,42793176,2016-10-11T06:26:27Z
13280780,DavidKewley,4179946,4,43525346,2016-11-10T06:01:02Z
13280782,DavidKewley,4179946,3,43525346,2016-11-10T06:01:02Z
13280846,Aaron Lidman,53073,4,13144179,2012-09-17T14:10:43Z
13280855,Evanator,451067,5,23261747,2014-06-29T02:46:56Z
13280857,adbrown,54598,5,3030208,2009-11-04T04:30:34Z
13280868,SJFriedl,2709708,12,33737533,2015-09-01T19:59:04Z
13280877,SJFriedl,2709708,2,38907137,2016-04-26T23:58:55Z
13280882,AM909,82317,3,5064231,2010-06-24T08:19:14Z
13280884,AM909,82317,3,5064231,2010-06-24T08:18:30Z
13280887,AM909,82317,5,5064231,2010-06-24T08:18:03Z
13280889,AM909,82317,3,5064231,2010-06-24T08:18:26Z
13280896,release_candidate,1239795,4,42793176,2016-10-11T06:26:28Z
13280900,Phil Shipley,44659,2,712136,2009-03-01T12:45:18Z
13280951,ftp222,5289902,3,45950599,2017-02-09T15:45:13Z
13281021,ridixcr,2508151,6,41813899,2016-08-30T21:51:13Z
13281028,SJFriedl,2709708,3,31291740,2015-05-19T18:09:13Z
13281108,AM909,82317,3,5064231,2010-06-24T08:18:46Z
13281160,AM909,82317,4,5064231,2010-06-24T08:19:01Z
13281164,AM909,82317,3,5064231,2010-06-24T08:18:42Z
13281166,AM909,82317,3,5064231,2010-06-24T08:19:11Z
13281169,AM909,82317,3,5064231,2010-06-24T08:18:57Z
13281182,release_candidate,1239795,3,42793176,2016-10-11T06:26:28Z
13281188,release_candidate,1239795,4,42793176,2016-10-11T06:26:28Z
13281208,adbrown,54598,3,3087410,2009-11-11T04:45:10Z
13281227,SJFriedl,2709708,2,38909672,2016-04-27T05:18:55Z
13281244,DaveHansenTiger,7168,1,555207,2007-11-18T22:02:55Z
13281278,release_candidate,1239795,3,42793176,2016-10-11T06:26:28Z
13281329,Stephen214,4018842,8,56829993,2018-03-02T19:14:20Z
13281341,n76,318696,7,39341822,2016-05-16T01:40:15Z
13281346,SJFriedl,2709708,5,33754102,2015-09-02T15:14:33Z
13281377,AM909,82317,2,5064231,2010-06-24T08:18:02Z
13281380,AM909,82317,3,5064231,2010-06-24T08:18:41Z
13281381,AM909,82317,2,5064231,2010-06-24T08:19:05Z
13281383,AM909,82317,3,5064231,2010-06-24T08:18:15Z
13281384,AM909,82317,3,5064231,2010-06-24T08:18:14Z
13281387,Stephen214,4018842,13,56769088,2018-02-28T21:41:36Z
13281453,AM909,82317,3,5064231,2010-06-24T08:19:08Z
13281454,AM909,82317,3,5064231,2010-06-24T08:19:13Z
13281465,Evanator,451067,5,43090465,2016-10-22T22:08:06Z
13281505,teodorab_telenav,6294893,5,50937512,2017-08-08T08:41:32Z
13281537,Stephen214,4018842,12,56828387,2018-03-02T18:15:10Z
13281561,AM909,82317,4,5064231,2010-06-24T08:18:15Z
13281562,AM909,82317,3,5064231,2010-06-24T08:18:24Z
13281564,AM909,82317,3,5064231,2010-06-24T08:18:56Z
13281570,release_candidate,1239795,5,42793176,2016-10-11T06:26:24Z
13281672,DaveHansenTiger,7168,1,555207,2007-11-18T22:05:07Z
13281805,Phil Shipley,44659,2,322879,2009-02-09T20:27:07Z
13281842,release_candidate,1239795,4,42793176,2016-10-11T06:26:30Z
13281843,release_candidate,1239795,4,42793176,2016-10-11T06:26:26Z
13281887,Phil Shipley,44659,2,712136,2009-03-01T12:20:56Z
13281891,Calvin Reavis,3157573,5,38477259,2016-04-11T14:43:45Z
13281901,Aaron Lidman,53073,11,18984837,2013-11-18T22:53:15Z
13281905,_Mathieu_,53964,11,42603734,2016-10-03T12:10:09Z
13281966,ediyes,1240849,5,33392432,2015-08-17T14:39:32Z
13281981,AM909,82317,3,5064231,2010-06-24T08:19:05Z
13281983,AM909,82317,3,5064231,2010-06-24T08:18:15Z
13281991,AM909,82317,3,5064231,2010-06-24T08:18:05Z
13282114,DaveHansenTiger,7168,1,555207,2007-11-18T22:07:07Z
13282143,SJFriedl,2709708,5,34379044,2015-10-01T22:44:11Z
13282146,SJFriedl,2709708,4,38907137,2016-04-26T23:58:55Z
13282179,DavidKewley,4179946,9,42240485,2016-09-18T06:56:20Z
13282185,AM909,82317,3,5064231,2010-06-24T08:18:14Z
13282188,AM909,82317,3,5064231,2010-06-24T08:18:52Z
13282220,DavidKewley,4179946,3,42399222,2016-09-24T05:51:08Z
13282255,ponzu,101657,4,8117758,2011-05-12T00:40:17Z
13282287,dannykath,2226712,7,45303490,2017-01-19T17:25:06Z
13282289,karitotp,2748195,2,33300506,2015-08-12T20:46:26Z
13282293,bhavana naga,5677293,9,51969183,2017-09-12T11:06:07Z
13282324,DavidKewley,4179946,3,42431260,2016-09-25T20:06:26Z
13282368,AM909,82317,2,5064231,2010-06-24T08:19:07Z
13282370,SJFriedl,2709708,3,35910400,2015-12-12T14:59:55Z
13282484,Calvin Reavis,3157573,3,38477259,2016-04-11T14:43:45Z
13282563,Luis36995,1829683,12,38002242,2016-03-22T16:10:01Z
13282587,JBelanto,7231836,2,55367308,2018-01-12T00:46:49Z
13282667,AM909,82317,3,5064231,2010-06-24T08:18:49Z
13282669,AM909,82317,4,5064231,2010-06-24T08:17:58Z
13282671,AM909,82317,3,5064231,2010-06-24T08:18:33Z
13282694,AM909,82317,3,5064231,2010-06-24T08:18:01Z
13282715,AM909,82317,3,5064231,2010-06-24T08:18:07Z
13282739,n76,318696,11,48636850,2017-05-12T22:22:39Z
13282752,AM909,82317,3,4993184,2010-06-15T17:08:30Z
13282754,Phil Shipley,44659,3,692349,2009-02-27T23:50:26Z
13282829,ediyes,1240849,6,32061235,2015-06-18T20:53:53Z
13282844,Luis36995,1829683,7,38484796,2016-04-11T20:31:06Z
13282851,SJFriedl,2709708,3,38742590,2016-04-21T00:12:30Z
13282853,SJFriedl,2709708,3,38742590,2016-04-21T00:12:30Z
13282864,DavidKewley,4179946,3,42431260,2016-09-25T20:06:25Z
13282915,AM909,82317,2,5064231,2010-06-24T08:18:45Z
13282969,Phil Shipley,44659,2,839949,2009-01-26T20:19:47Z
13283004,AM909,82317,3,5064231,2010-06-24T08:19:04Z
13283024,Phil Shipley,44659,2,322879,2009-02-09T19:34:31Z
13283077,SJFriedl,2709708,5,32213926,2015-06-25T20:48:23Z
13283083,AM909,82317,3,5064231,2010-06-24T08:18:53Z
13283084,AM909,82317,3,5064231,2010-06-24T08:18:59Z
13283085,AM909,82317,3,5064231,2010-06-24T08:18:02Z
13283120,ponzu,101657,4,7651804,2011-03-23T23:44:48Z
13283130,ToeBee,262151,4,12443128,2012-07-23T02:34:45Z
13283133,mattros,3079192,5,32805446,2015-07-22T15:50:08Z
13283140,SJFriedl,2709708,3,38769903,2016-04-21T22:06:05Z
13283202,DavidKewley,4179946,3,57929749,2018-04-09T05:56:21Z
13283214,adbrown,54598,3,2908713,2009-10-21T05:36:13Z
13283219,ponzu,101657,2,659567,2009-02-24T22:56:38Z
13283225,AM909,82317,2,5064231,2010-06-24T08:18:45Z
13283227,AM909,82317,2,5064231,2010-06-24T08:19:14Z
13283229,AM909,82317,2,5064231,2010-06-24T08:18:30Z
13283255,SJFriedl,2709708,5,38770830,2016-04-21T23:17:31Z
13283279,AM909,82317,2,5064231,2010-06-24T08:18:20Z
13283287,AM909,82317,2,5064231,2010-06-24T08:19:10Z
13283319,Phil Shipley,44659,3,270728,2009-02-08T18:33:08Z
13283392,z-dude,135851,2,12445044,2012-07-23T06:37:59Z
13283412,SJFriedl,2709708,3,38742590,2016-04-21T00:12:30Z
13283420,DavidKewley,4179946,3,42431260,2016-09-25T20:06:26Z
13283441,shravan91,1051550,4,29674071,2015-03-23T09:44:00Z
13283455,AM909,82317,3,5064231,2010-06-24T08:18:42Z
13283459,AM909,82317,3,5064231,2010-06-24T08:18:50Z
13283461,AM909,82317,2,5064231,2010-06-24T08:18:00Z
13283464,AM909,82317,3,5064231,2010-06-24T08:18:33Z
13283474,Chris Bell in California,194231,3,12909964,2012-08-29T20:02:50Z
13283543,DavidKewley,4179946,7,42434285,2016-09-26T00:09:37Z
13283583,AM909,82317,4,5064231,2010-06-24T08:19:00Z
13283592,AM909,82317,3,5064231,2010-06-24T08:18:48Z
13283597,AM909,82317,2,5064231,2010-06-24T08:18:54Z
13283599,AM909,82317,3,5064231,2010-06-24T08:18:04Z
13283606,AM909,82317,4,5064231,2010-06-24T08:18:34Z
13283621,SJFriedl,2709708,2,30669782,2015-04-30T19:14:21Z
13283625,calfarome,2511706,12,52600960,2017-10-03T16:28:41Z
13283635,abel801,2377377,7,32519991,2015-07-09T14:11:16Z
13283639,n76,318696,3,50986732,2017-08-10T00:38:38Z
13283866,AM909,82317,3,5064231,2010-06-24T08:18:40Z
13283870,AM909,82317,3,5064231,2010-06-24T08:18:22Z
13283936,AM909,82317,3,5064231,2010-06-24T08:18:32Z
13283939,AM909,82317,2,5064231,2010-06-24T08:18:04Z
13283943,AM909,82317,3,5064231,2010-06-24T08:19:07Z
13283945,AM909,82317,3,5064231,2010-06-24T08:18:08Z
13283955,AM909,82317,3,5064231,2010-06-24T08:18:12Z
13283961,AM909,82317,3,5064231,2010-06-24T08:18:17Z
13283968,AM909,82317,3,5064231,2010-06-24T08:19:02Z
13283971,AM909,82317,3,5064231,2010-06-24T08:18:38Z
13284014,ponzu,101657,3,659567,2009-02-24T22:01:13Z
13284018,ponzu,101657,3,659567,2009-02-24T22:01:08Z
13284106,AM909,82317,4,5064231,2010-06-24T08:19:06Z
13284126,galithot,7659979,9,57200934,2018-03-15T06:54:40Z
13284163,DavidKewley,4179946,8,42599016,2016-10-03T08:15:01Z
13284168,samely,2512300,6,37567970,2016-03-02T14:53:18Z
13284232,AM909,82317,2,5064231,2010-06-24T08:18:53Z
13284235,AM909,82317,2,5064231,2010-06-24T08:18:30Z
13284237,AM909,82317,2,5064231,2010-06-24T08:19:00Z
13284239,AM909,82317,2,5064231,2010-06-24T08:18:08Z
13284247,muziriana,6058023,10,51535927,2017-08-29T10:38:31Z
13284254,muziriana,6058023,6,51535927,2017-08-29T10:38:31Z
13284317,Phil Shipley,44659,2,712136,2009-03-01T13:06:15Z
13284319,DavidKewley,4179946,4,43525466,2016-11-10T06:11:33Z
13284323,DavidKewley,4179946,6,43525466,2016-11-10T06:11:34Z
13284331,n76,318696,8,48636850,2017-05-12T22:22:39Z
13284343,SJFriedl,2709708,4,39248244,2016-05-11T17:40:06Z
13284435,mattros,3079192,11,32805446,2015-07-22T15:50:10Z
13284448,mattros,3079192,8,32805446,2015-07-22T15:50:09Z
13284518,AM909,82317,3,5064231,2010-06-24T08:18:47Z
13284551,AM909,82317,2,4915875,2010-06-06T09:43:05Z
13284569,AM909,82317,2,4915875,2010-06-06T09:43:21Z
13284572,AM909,82317,2,4915875,2010-06-06T09:43:19Z
13284576,AM909,82317,2,4915875,2010-06-06T09:43:13Z
13284676,AM909,82317,3,5064231,2010-06-24T08:19:05Z
13284709,Phil Shipley,44659,3,712136,2009-03-01T13:45:57Z
13284802,AM909,82317,3,5064231,2010-06-24T08:18:51Z
13284805,AM909,82317,4,5064231,2010-06-24T08:18:27Z
13284808,AM909,82317,3,5064231,2010-06-24T08:18:57Z
13284810,AM909,82317,3,5064231,2010-06-24T08:18:07Z
13284814,AM909,82317,3,5064231,2010-06-24T08:19:08Z
13284819,AM909,82317,3,5064231,2010-06-24T08:18:03Z
13284827,AM909,82317,3,5064231,2010-06-24T08:18:40Z
13284828,AM909,82317,3,5064231,2010-06-24T08:18:46Z
13284859,ponzu,101657,5,7651804,2011-03-23T23:44:45Z
13284891,Phil Shipley,44659,2,726009,2009-03-02T22:19:51Z
13284893,SJFriedl,2709708,3,38906920,2016-04-26T23:23:07Z
13284950,n76,318696,11,48636850,2017-05-12T22:22:39Z
13284952,muziriana,6058023,8,51533793,2017-08-29T09:30:25Z
13284964,n76,318696,8,47697500,2017-04-12T15:01:46Z
13284985,AM909,82317,3,5064231,2010-06-24T08:18:41Z
13284986,AM909,82317,3,5064231,2010-06-24T08:18:48Z
13284988,AM909,82317,2,5064231,2010-06-24T08:17:58Z
13284989,AM909,82317,2,5064231,2010-06-24T08:18:24Z
13284992,The Temecula Mapper,313196,4,12518493,2012-07-28T03:01:39Z
13285003,Phil Shipley,44659,2,681966,2009-02-27T11:54:22Z
13285066,Calvin Reavis,3157573,6,38556225,2016-04-14T14:05:06Z
13285091,Casiano Koprowski,5755823,9,48265576,2017-04-29T19:51:39Z
13285112,DavidKewley,4179946,2,43525466,2016-11-10T06:11:34Z
13285117,DavidKewley,4179946,4,43525466,2016-11-10T06:11:34Z
13285121,DavidKewley,4179946,2,43525466,2016-11-10T06:11:34Z
13285165,AM909,82317,3,5064231,2010-06-24T08:18:00Z
13285276,DavidKewley,4179946,5,41940325,2016-09-05T20:08:23Z
13285291,AM909,82317,2,4915875,2010-06-06T09:43:13Z
13285293,AM909,82317,2,4915875,2010-06-06T09:43:22Z
13285299,AM909,82317,2,4915875,2010-06-06T09:43:16Z
13285303,SJFriedl,2709708,3,38907137,2016-04-26T23:58:45Z
13285367,ponzu,101657,5,652226,2009-02-24T18:32:45Z
13285372,Jothirnadh,2015224,4,46362703,2017-02-24T09:56:58Z
13285422,SJFriedl,2709708,3,31210688,2015-05-16T19:49:30Z
13285426,muziriana,6058023,4,59840224,2018-06-14T10:17:31Z
13285429,Grayfox88,6869539,6,54283652,2017-12-02T22:22:01Z
13285440,AM909,82317,3,5064231,2010-06-24T08:18:59Z
13285468,teodorab_telenav,6294893,4,50835107,2017-08-04T11:04:59Z
13285477,AM909,82317,3,5064231,2010-06-24T08:18:00Z
13285480,AM909,82317,3,5064231,2010-06-24T08:18:32Z
13285481,AM909,82317,3,5064231,2010-06-24T08:18:55Z
13285483,AM909,82317,3,5064231,2010-06-24T08:18:04Z
13285504,DavidKewley,4179946,4,43975489,2016-11-27T01:47:55Z
13285505,DavidKewley,4179946,6,57929749,2018-04-09T05:56:22Z
13285507,austinnholmes,8690019,3,61672437,2018-08-14T23:42:19Z
13285523,SJFriedl,2709708,3,32191046,2015-06-24T19:30:23Z
13285527,abel801,2377377,5,32519991,2015-07-09T14:11:14Z
13285582,AM909,82317,2,5064231,2010-06-24T08:18:44Z
13285585,AM909,82317,2,5064231,2010-06-24T08:18:28Z
13285588,AM909,82317,2,5064231,2010-06-24T08:19:04Z
13285604,samely,2512300,8,37567970,2016-03-02T14:53:18Z
13285605,SJFriedl,2709708,2,31210688,2015-05-16T19:49:24Z
13285635,AM909,82317,3,5064231,2010-06-24T08:18:20Z
13285650,DaveHansenTiger,7168,1,555873,2007-11-18T22:19:48Z
13285652,DaveHansenTiger,7168,1,555873,2007-11-18T22:19:49Z
13285654,SJFriedl,2709708,4,33737235,2015-09-01T19:44:31Z
13285668,AM909,82317,2,5064231,2010-06-24T08:18:41Z
13285760,MajorTC,4363132,4,41333847,2016-08-08T21:40:37Z
13285789,DavidKewley,4179946,5,42196177,2016-09-16T07:30:18Z
13285891,Evanator,451067,3,23261747,2014-06-29T02:35:56Z
13285900,SJFriedl,2709708,7,38895185,2016-04-26T17:44:16Z
13286010,Phil Shipley,44659,2,322879,2009-02-09T19:35:23Z
13286013,Phil Shipley,44659,2,322879,2009-02-09T19:35:36Z
13286036,muziriana,6058023,9,51536209,2017-08-29T10:48:06Z
13286041,Phil Shipley,44659,3,696050,2009-02-28T10:15:40Z
13286064,Jothirnadh,2015224,6,46362703,2017-02-24T09:56:58Z
13286081,ponzu,101657,3,652226,2009-02-24T18:31:32Z
13286085,ponzu,101657,4,652226,2009-02-24T18:32:10Z
13286113,AM909,82317,2,5064231,2010-06-24T08:18:24Z
13286146,AM909,82317,2,5064231,2010-06-24T08:19:03Z
13286150,AM909,82317,2,5064231,2010-06-24T08:18:45Z
13286156,release_candidate,1239795,5,42793176,2016-10-11T06:26:35Z
13286164,AM909,82317,2,5064231,2010-06-24T08:18:22Z
13286192,njtbusfan,8107451,6,60942530,2018-07-22T01:52:59Z
13286195,SJFriedl,2709708,4,33224161,2015-08-09T17:54:16Z
13286201,SJFriedl,2709708,5,33224161,2015-08-09T17:54:16Z
13286314,AM909,82317,3,5064231,2010-06-24T08:18:51Z
13286318,AM909,82317,3,5064231,2010-06-24T08:18:34Z
13286322,AM909,82317,3,5064231,2010-06-24T08:18:24Z
13286332,RexTCA,382583,8,48296703,2017-05-01T04:09:37Z
13286352,SJFriedl,2709708,6,32191046,2015-06-24T19:30:24Z
13286360,SJFriedl,2709708,5,32191046,2015-06-24T19:30:24Z
13286362,SJFriedl,2709708,3,32191046,2015-06-24T19:30:23Z
13286478,AM909,82317,2,5064231,2010-06-24T08:18:50Z
13286480,yurasi,3526564,5,39943202,2016-06-10T22:05:23Z
13286482,AM909,82317,2,5064231,2010-06-24T08:18:41Z
13286494,SJFriedl,2709708,5,35900968,2015-12-12T00:50:22Z
13286500,SJFriedl,2709708,5,39254755,2016-05-11T23:00:13Z
13286525,SJFriedl,2709708,3,38769903,2016-04-21T22:06:03Z
13286536,AM909,82317,3,5064231,2010-06-24T08:18:06Z
13286539,AM909,82317,3,5064231,2010-06-24T08:19:02Z
13286558,calfarome,2511706,4,33322812,2015-08-13T20:00:52Z
13286602,AM909,82317,2,4915875,2010-06-06T09:43:30Z
13286604,AM909,82317,2,4915875,2010-06-06T09:43:08Z
13286608,dannykath,2226712,2,30443280,2015-04-23T23:49:57Z
13286615,yurasi,3526564,3,46344037,2017-02-23T17:11:24Z
13286616,Luis36995,1829683,3,33326174,2015-08-13T22:17:58Z
13286618,Chris Bell in California,194231,4,12359657,2012-07-20T03:41:46Z
13286631,SJFriedl,2709708,2,38907137,2016-04-26T23:58:52Z
13286635,DaveHansenTiger,7168,1,555873,2007-11-18T22:23:18Z
13286641,Aaron Lidman,53073,4,13144179,2012-09-17T14:10:42Z
13286643,Aaron Lidman,53073,4,13144179,2012-09-17T14:10:42Z
13286651,adbrown,54598,8,3053870,2009-11-07T08:23:54Z
13286667,release_candidate,1239795,11,42792799,2016-10-11T05:58:12Z
13286683,_Mathieu_,53964,14,25102649,2014-08-29T17:55:46Z
13286699,SJFriedl,2709708,2,38895185,2016-04-26T17:44:17Z
13286745,DaveHansenTiger,7168,1,555873,2007-11-18T22:23:49Z
13286752,marthaleena,5659851,9,51993243,2017-09-13T05:57:55Z
13286786,Jothirnadh,2015224,5,46362796,2017-02-24T10:01:19Z
13286787,Jothirnadh,2015224,5,46362796,2017-02-24T10:01:19Z
13286790,adbrown,54598,4,3174118,2009-11-21T08:49:53Z
13286822,SJFriedl,2709708,3,33223911,2015-08-09T17:39:37Z
13286823,SJFriedl,2709708,3,33223911,2015-08-09T17:39:37Z
13286858,DavidKewley,4179946,9,44103641,2016-12-02T03:52:12Z
13286861,AM909,82317,3,5064231,2010-06-24T08:18:14Z
13286864,AM909,82317,3,5064231,2010-06-24T08:19:01Z
13286882,DavidKewley,4179946,12,42240561,2016-09-18T07:02:23Z
13286892,Grayfox88,6869539,3,54284155,2017-12-02T22:43:17Z
13286898,SJFriedl,2709708,2,32191046,2015-06-24T19:30:23Z
13286960,AM909,82317,2,5064231,2010-06-24T08:18:45Z
13286963,AM909,82317,3,5064231,2010-06-24T08:18:20Z
13286966,AM909,82317,3,5064231,2010-06-24T08:18:58Z
13286990,Phil Shipley,44659,2,322879,2009-02-09T21:47:27Z
13286996,AM909,82317,3,5064231,2010-06-24T08:19:00Z
13287000,AM909,82317,3,5064231,2010-06-24T08:18:35Z
13287001,AM909,82317,2,5064231,2010-06-24T08:18:59Z
13287007,AM909,82317,2,5064231,2010-06-24T08:19:10Z
13287009,AM909,82317,2,5064231,2010-06-24T08:18:33Z
13287014,AM909,82317,2,5064231,2010-06-24T08:18:18Z
13287031,Phil Shipley,44659,2,712136,2009-03-01T13:43:25Z
13287033,dannykath,2226712,3,31929339,2015-06-12T18:59:52Z
13287035,AM909,82317,2,4915875,2010-06-06T09:43:15Z
13287042,AM909,82317,2,4915875,2010-06-06T09:43:23Z
13287044,AM909,82317,2,4915875,2010-06-06T09:43:33Z
13287048,n76,318696,4,59318527,2018-05-27T17:38:31Z
13287060,AM909,82317,3,5064231,2010-06-24T08:18:30Z
13287072,Aaron Lidman,53073,6,13144179,2012-09-17T14:10:44Z
13287075,Aaron Lidman,53073,4,13144179,2012-09-17T14:10:41Z
13287086,release_candidate,1239795,4,42793176,2016-10-11T06:26:30Z
13287131,adbrown,54598,5,3174118,2009-11-21T08:49:58Z
13287134,Jothirnadh,2015224,5,46362796,2017-02-24T10:01:19Z
13287136,Jothirnadh,2015224,5,46362796,2017-02-24T10:01:19Z
13287138,adbrown,54598,3,3174118,2009-11-21T08:49:57Z
13287147,DaveHansenTiger,7168,1,555873,2007-11-18T22:25:30Z
13287158,Grayfox88,6869539,4,54284028,2017-12-02T22:37:40Z
13287195,SJFriedl,2709708,5,31333121,2015-05-21T05:06:32Z
