id,node_id,position
172440601,1833456141,4
172440602,1833455964,34
172440603,1833456509,2
172440604,1833456512,5
172440605,1833456001,4
172440606,1833456079,4
172440607,1833456457,4
172440609,1833455989,3
172440610,1833455985,11
172440611,1833456514,2
172440612,1833456399,31
172440614,1833455956,1
172440616,1833456166,12
172440617,1833455982,4
172464983,1833711686,6
172464984,1836180181,12
172464985,1833712278,66
172465064,1833712274,9
172465065,1833712261,11
172465066,1833717238,86
172465328,1833713602,4
172465329,1833713596,4
172465330,394695454,7
172465519,3988650739,23
172465520,1833717406,10
172465522,1833717238,5
172465524,1833717326,20
172465525,1833717326,4
172465526,1833717406,8
172465527,1833717325,5
172465528,3988651379,24
172465530,1833719407,8
172465531,1833717328,7
172465532,1833717377,14
172465711,1833719406,6
172465713,1833719391,1
172465716,1833719402,14
172465719,1833719398,13
172465886,1833720162,10
172465971,1833720530,11
172465996,1832661996,23
172465997,1832662342,3
172466101,123110281,14
172466103,4039011829,17
172466221,1833722740,4
172466222,1833722771,14
172466223,1833722748,1
172466266,1832662893,10
172466267,1833725921,13
172466274,1833723341,13
172466275,3027997187,16
172466479,1833725937,1
172466480,1833725896,13
172466481,1833723369,5
172466484,1833725964,1
172467064,122959075,1
172467288,2321316223,14
172467293,1833769981,15
172467294,635457583,78
172467295,122959092,14
172470973,4083338819,1
172470976,4073521456,16
172470980,1708221523,1
172470981,4083338818,1
172470983,1833764234,1
172471557,122973244,8
172471559,1833769951,2
172471561,1833769951,10
172471565,1833769929,6
172471568,1833769988,7
172471570,122696811,4
172471572,4073521457,17
172471573,1833769964,14
172471574,1833769946,20
172471692,1833771553,10
172471693,1833776451,5
172471694,1833771553,19
172471695,122734614,3
172471696,122853780,33
172471782,1833772146,3
172471783,1833772155,1
172471784,1833772156,1
172471785,1833772133,1
172471786,1833772171,1
172471787,842183301,4
172471789,1833772167,1
172471790,1833772138,1
172471791,1833772175,1
172471792,1833772152,1
172471793,1833772149,1
172472005,123041967,5
172472006,123041973,1
172472007,123042448,10
172472053,122734627,1
172472054,123022203,1
172472189,842589464,67
172472423,1833778835,20
172474048,1833792838,2
172474049,1833792852,3
172474050,122656039,13
172474380,264645258,4
172474930,1833804100,15
172474970,1833804550,5
172474971,122656301,4
172474972,1833804093,1
172474973,122624865,2
172475656,122921800,3
172475657,122680772,1
172475658,122666342,1
172475714,1833810958,1
172476510,1833817268,53
172476511,2321316140,13
172476512,1833817231,1
172476513,1833817481,11
172476514,1833817436,34
172476515,1833817245,21
172476516,2283665394,6
172476517,1833817230,4
172476518,2345008172,51
172476523,635458022,18
172476524,1833817197,15
172476526,1833817103,3
172476572,2321316200,64
172509363,2290923353,10
172509364,673482844,33
172509366,122752235,16
172585690,122748426,1
172587357,122656032,6
172588239,1834770319,1
172588240,1834770317,1
172588241,1834770329,1
172588242,1834770474,1
172588244,1834770339,1
172588245,1834770347,1
172588246,1834770462,1
172588247,1834770510,1
172588248,1834770368,1
172588250,1834770496,1
172588255,1834770435,1
172588257,320408631,2
172588258,1834769951,2
172588259,1834770609,1
172588260,320408648,4
172588262,1834770632,7
172588268,320408648,13
172588269,1834770439,1
172588270,1834770383,1
172588271,1834770365,1
172588272,1834770308,1
172588273,1834770343,1
172588274,320408621,1
172588275,1834770326,1
172588276,1834770396,1
172588278,1834770304,1
172588279,1834770480,1
172588280,122933307,8
172588281,1834770185,10
172588282,1834770255,1
172588283,1834770267,1
172588284,1834770279,1
172588285,1834770306,1
172588286,1834770227,1
172588287,1834770188,1
172588288,1834770323,1
172588289,320776856,6
172588290,1834770153,2
172588291,1834770074,2
172588292,1834770104,2
172588293,1834770035,7
172588294,122797098,3
172588295,1834770092,3
172588296,1834770650,9
172588297,320773183,12
172588298,1834770019,9
172588299,1834771068,13
172588300,1834770471,1
172588301,1834770389,1
172588302,1834770420,2
172588303,1834770349,2
172588304,810880533,2
172588305,1834770416,2
172588306,1834770148,9
172588307,1834770176,2
172588308,1834770241,2
172588309,1834770111,2
172588310,320408655,6
172588311,1834769841,8
172588312,1834770380,3
172588313,1834770758,3
172588314,1834770723,6
172588315,1262130013,33
172588316,1834770223,1
172588318,1834770298,1
172588319,1834770269,1
172588320,810880544,3
172588321,1834770095,6
172588322,320776662,8
172588323,1834770854,14
172588324,1834770802,14
172588325,122687973,4
172588327,1834770023,4
172588328,320762294,17
172588329,320776680,6
172588330,1836170724,4
172588331,1834770808,2
172588332,1834770926,17
172588333,1834770090,1
172588334,1834770078,1
172588335,320755606,1
172588336,1834770028,1
172588337,1834770013,4
172588338,320408667,5
172588339,411666329,1
172588340,1834770760,1
172588341,1834770627,1
172588342,1834770698,1
172588343,1834770690,2
172588344,1834770686,2
172588345,1834770914,2
172588346,1834770668,2
172588347,1834770745,2
172588348,1834770725,2
172588349,1834770756,2
172588350,1834770729,2
172588351,809597140,4
172588352,320762092,8
172592542,123100189,2
172594489,1834841296,11
172594492,4797278985,4
172594493,321701161,4
172594494,1834841265,7
172594626,5025319615,12
172595846,1834853988,3
172595847,122631320,4
172595848,1834853985,1
172595849,122631329,3
172595850,122652329,3
172595851,1834853988,1
172595852,122631325,2
172595853,1834853969,1
172595854,1834853982,1
172595855,1834847662,1
172596150,1834857741,4
172596151,1834857741,4
172596152,1834857759,13
172596154,1834857756,4
172596155,1834857772,8
172596156,122973532,1
172596157,1834857772,5
172596457,1834863504,5
172596541,1833765923,3
172596542,4039089814,4
172596543,4039089810,7
172596645,1834864416,1
172596646,1834864414,3
172596647,1834864408,2
172596648,122733284,2
172596649,122733284,2
172596650,1834863498,1
172596651,1238140372,6
172597090,321328817,6
172597091,3710906126,2
172597092,3710906129,2
172597093,1834867736,8
172597649,1834878271,30
172597652,3527157466,14
172597653,1834877890,1
172597655,1834877793,39
172597657,3527157639,6
172597658,1834878144,7
172597659,1834877876,16
172597660,1834878420,23
172597661,1834878288,11
172597662,1834878578,19
172597663,1834877818,5
172597665,1834878122,24
172597668,123026327,5
172597669,1834877560,5
172597670,1834877560,6
172597671,1834877519,4
172597672,1834877519,7
172597673,3527157632,21
172597674,1834878484,11
172597675,1834878339,8
172597676,1834878540,1
172597677,1834878184,7
172597678,3527157435,13
172597679,1834878542,46
172597680,1834877443,20
172597681,1834878114,11
172597682,1834878247,4
172597683,1834877648,29
172597684,122989026,11
172597685,1834878305,16
172597686,1834877639,34
172597687,1834877965,11
172597688,1834878425,10
172597689,1834878557,7
172597690,1834878274,5
172597691,1834878443,2
172597692,1834878561,4
172597693,1834877599,19
172597694,3527157426,17
172597695,1834877773,1
172597696,1834878603,7
172597697,1834877813,2
172597698,1834877610,9
172597699,1834877654,9
172597700,1834877702,9
172597701,1834877515,146
172597703,383722132,2
172597705,1834878327,50
172597706,1834878502,1
172597707,3527157282,11
172597708,1834877637,5
172597709,1834877637,5
172597710,1834878251,13
172597711,1834878384,5
172597712,1834878351,2
172597713,1834877433,11
172597714,1834878177,32
172597715,1834878472,11
172597717,1834877414,29
172597718,1834878166,21
172597719,1834877769,10
172597720,1834877763,5
172597721,1834878495,2
172597722,1834878377,12
172597723,1834878123,13
172597724,1834877463,8
172597725,1834877989,9
172597726,3527157460,21
172597727,1834878517,2
172597728,1834877861,14
172597729,1834877415,11
172597730,1834878401,16
172597731,1834878421,1
172597732,1834878468,5
172597733,1834878399,5
172597734,1834878452,5
172597735,1834878468,7
172597736,1834878301,13
172597737,1834878417,8
172597738,1834878146,13
172597739,1834878441,2
172597740,1834878532,9
172597741,1834878664,82
172597742,122946119,11
172597743,1834877562,5
172597744,1834877562,6
172597745,1834877532,4
172597746,1834877532,3
172597747,1834877474,1
172598092,1834881332,4
172598093,1834881404,53
172598094,1834881295,15
172598095,1834881336,2
172598096,1834881338,10
172598097,1834881301,5
172598098,1834881336,7
172598099,1834881311,11
172598100,1834881230,28
172598101,1834881236,13
172598102,1834881342,14
172598103,1834881301,8
172598104,1834881349,3
172598105,1834881316,12
172598339,1834883599,21
172598340,1834883627,29
172598341,1834883669,15
172598342,1834883647,3
172598343,3527157827,26
172598344,1834883527,23
172598345,4037057949,77
172598346,1834883628,14
172598661,1834887367,14
172598662,2322587521,19
172598663,122951814,31
172598664,1834887360,1
172598665,1834887413,24
172599239,1834893150,11
172599240,1834893218,35
172599241,1834892891,1
172599242,1834893143,18
172599243,1834893143,20
172599244,1834892866,1
172599245,1834893156,42
172599248,1834893109,19
172599250,1834893004,14
172599252,1834893171,1
172599254,1834892848,1
172599256,1834892949,1
172599258,1834892947,6
172599261,1834893014,9
172599264,1834892837,3
172599268,1834892848,38
172599501,1834896370,13
172599502,1834896412,16
172599503,1834896223,21
172599504,1834893194,14
172599505,1834896109,16
172599506,1834896253,77
172599507,1834896233,5
172599508,1834895888,14
172599509,1834896451,42
172599510,1834896120,26
172599511,1834896258,9
172599512,1834896275,1
172599513,1834896300,3
172599514,1834896002,9
172599515,1834896041,12
172599516,1834896523,15
172599517,1834896540,12
172599518,122731434,1
172599519,1834896523,30
172599520,1834896327,6
172599521,1834896540,11
172599522,1834896554,3
172599523,1834896554,17
172599524,1834896074,8
172599525,1834895985,15
172599526,1834895985,1
172599527,1834896001,5
172599528,1834895931,11
172599529,1834896465,28
172599530,1834896251,1
172599531,1834896126,17
172599532,1834896207,12
172599533,1834895933,36
172599534,1834896082,8
172599535,1834896124,5
172599536,1834896097,1
172599537,1834896389,25
172599611,1834897051,7
172599612,1834897014,6
172599613,123064335,59
172599614,1834897190,6
172599615,1834897105,23
172599616,1834896985,10
172599617,1834897186,3
172599618,1834897203,1
172599623,1834897189,10
172599626,1834896988,9
172599627,1834897216,1
172599628,1834896981,6
172599629,1834897092,14
172599630,1834897000,6
172599631,1834897086,5
172599632,1834897161,7
172599633,1834897144,6
172599634,1834897198,7
172599635,1834897220,1
172599876,3813031607,5
172599877,4225134202,21
172599878,1834899910,14
172599879,1834899996,12
172601308,1834910097,15
172601309,1834910100,32
172601569,1834912345,19
172601572,1834912119,12
172601573,1834912463,12
172601576,1834912308,16
172601579,1834912283,8
172601581,1834912350,19
172601582,1834912434,9
172601584,1834912114,3
172601586,1834912508,18
172601588,1834912460,12
172601591,1834912326,18
172601592,1834912298,6
172601593,1834912296,10
172601595,1834912451,4
172601596,1834912117,11
172601607,1834912189,7
172604564,1834938138,7
172604734,1834939535,45
172605407,1834877843,1
172605580,1844562126,9
172605581,1834946327,6
172605582,1834946335,1
172605583,330959579,7
172605584,1834946267,4
172605585,1834946184,113
172605586,122734159,8
172605587,1834946095,1
172605588,1834946422,28
172605590,1834946237,6
172605592,1834946245,2
172605593,1834946430,11
172605594,1834843442,4
172605595,1834946313,1
172605596,1834946115,31
172605597,1834946399,1
172605599,1834946184,32
172605600,1834946436,1
172605601,1834946425,1
172605602,1834946414,14
172605605,1834946245,6
172605606,1834946243,5
172605607,1834946415,10
172605608,1834946176,8
172605609,1834946277,16
172605611,1834946419,1
172605612,1834946169,1
172605613,122782437,11
172605614,1834946338,1
172606195,1834952065,6
172606196,1834952063,12
172606197,1834952066,3
172606198,1834952066,4
172606199,1834952064,2
172606200,1834952129,4
172606201,1834952151,52
172606203,1834952064,1
172606204,1834952158,2
172606205,2297218684,40
172606206,1834952104,2
172606207,123059492,1
172606208,1834952151,1
172606209,1834957069,12
172606210,1834952033,4
172606211,1834952170,1
172606212,4048896911,10
172606213,1834952155,35
172606214,1834952046,24
172606215,1834952057,4
172606216,1834952084,5
172606674,4723189179,5
172607103,122918883,10
172608872,122838214,2
172609401,122970287,1
172752069,1836180197,11
172752070,1836180198,3
172752071,4039089806,3
172753200,1836188088,1
172753201,1836188085,2
172753202,1834877773,6
172753203,1836188080,6
172753204,122651295,76
172753205,1836188080,7
172753206,1836188055,8
172753207,1836188070,1
172753208,1836188083,1
172753209,1836188126,1
172753210,1836188087,5
172753211,1836188127,5
172818141,1836693273,12
172818142,1836693209,1
172818143,1836693165,1
172818144,1836693123,1
172818145,1836693322,1
172818146,1836693243,1
172818147,1836693098,1
172818148,1836693100,1
172818149,1836693129,1
172818150,1836693315,1
172818151,1836693102,1
172818152,1836693338,1
172818153,1836693251,1
172818154,1836693266,2
172818155,1836693293,2
172818156,1836693120,2
172818157,1836693281,2
172818158,1836693284,3
172818159,1836693358,3
172818160,1836693132,3
172818161,1836693199,3
172818162,1836693094,3
172818163,1836693193,3
172818164,1836693168,3
172818165,1836693202,3
172818166,1836693174,4
172818167,1836693079,5
172818168,1836693338,5
172818169,1836693278,5
172818170,1836693232,6
172818171,1836693331,7
172818172,1836693135,8
172819853,1836710603,10
172819854,1836710624,1
172819855,1836710622,2
172819856,1836710627,2
172819857,122850117,2
172819858,1836710625,3
172819859,1836710632,4
172819860,1836710618,4
172821057,1836720617,17
172821058,1836720578,1
172821059,1836720599,1
172821060,1836720609,1
172821061,1836720634,2
172821062,1836720576,3
172821063,1836720625,4
172821064,1836720591,4
172821065,122779928,4
172821066,1836720606,72
172821067,1836720574,7
172821068,1836720577,7
172821069,1836720656,8
172821070,1836720559,8
172821501,122779932,14
173002226,1151543877,14
173002227,2938358194,4
173011193,374698425,6
173011201,374653452,335
173018978,4073625984,7
173018979,296105933,10
173018980,296105936,6
173020565,374682724,111
173020567,374269803,264
173020569,374603723,43
173020570,374281037,204
173020571,374641216,65
173020572,374653452,26
173020573,4004366581,84
173020574,374638529,29
173020575,374698425,43
173020576,374800589,94
173155400,122879094,1
173155403,122728179,1
173155408,1839822519,4
173155410,1839822559,12
173155412,1839822606,1
173155413,1839822429,1
173155415,1839822521,1
173155422,1839822463,1
173155423,1839822550,3
173155424,1839822611,1
173155425,1839822499,8
173155426,1839822631,1
173155427,1839822602,1
173155428,1839822576,1
173155429,1839822525,1
173155430,1839822426,1
173155431,1839822431,1
173155432,1839822609,1
173155433,1514860036,37
173155434,1839822563,26
173155436,1839822489,3
173155437,1839822624,3
173155438,1839822515,3
173155439,1839822404,1
173155440,1839822539,3
173155441,1839822466,3
173155442,1839822625,3
173155443,1839822595,3
173155444,1839822621,3
173155445,1839822640,3
173155446,1839822491,3
173155447,1158379336,4
173155449,1839822462,1
173155451,1839822643,7
173156649,1839835946,1
173156651,1839835947,1
173159533,1839858339,1
173159534,1839858341,2
173217456,1822415518,5
173217457,1834861948,6
173217458,1834864419,4
173217459,1840669622,2
173223922,122774293,2
173224448,4083542851,1
173224513,123006756,6
173224514,122997881,2
173224560,122790459,10
173224561,122742600,3
173224616,4077106731,1
173224926,2441173610,3
173225249,760765032,2
173225251,4048656862,2
173309700,1841545976,9
173343297,296103225,12
173343299,3581594345,19
173382496,122937691,12
173382497,1842093492,13
173382498,1842093488,16
173382499,1842093495,1
173382500,1842093509,5
173382676,1842094633,15
173382677,1842094656,17
173382678,1842094629,4
173383071,1842097131,10
173383072,1516850002,9
173383283,4511624347,10
173383284,778707867,6
173671325,1844409172,4
173671331,1844409261,15
173671333,1844409148,19
173671335,1844409217,14
173674340,1844753305,1
173689985,331376397,4
173701955,1844753313,1
173701960,1844753301,1
173720401,1844879707,15
173720402,1844879713,7
173720403,394827450,4
173720461,330903485,1
173720462,728447152,2
173720557,330905555,1
173849438,2701915647,9
174505622,1851773702,4
174962269,1856002481,10
175002693,301285882,4
175002700,122863343,3
175002701,4084086622,2
177183491,1876313938,24
177264577,353187613,2
177929577,1890425705,514
177929617,775501345,30
178116724,3500000414,2
178116727,3661884941,1
178116794,301034895,21
178443080,1832665955,13
178551445,1888820387,7
178551446,1888820512,1
178551447,1888820551,2
178551448,1888820422,1
178551450,1888820528,1
178551451,1888820421,1
178551452,1888820514,3
178551456,1888820413,1
178551457,1888820522,3
178551458,1888820457,1
178551459,1888820464,2
178551461,1888820390,2
178551462,122802805,2
178551463,1888820367,3
178551464,1888820414,3
178551465,1888820416,3
178678775,1890270739,55
178678779,1890270515,6
178680115,1890292389,13
178680116,1890292394,13
178680117,1890292392,13
179017497,4850703873,5
179223423,3797574185,4
179591988,1899936617,15
179591993,122652140,2
179591997,1893979168,5
179648560,1900677217,5
179732977,1568264079,5
179732978,1568264042,6
179742085,4850703878,5
179742086,5025319608,4
179858421,122660045,1
179858827,1902909515,12
179858828,1902909472,12
179858829,1902909472,11
180173522,1906033427,5
180173523,1906033219,15
180173524,1906033147,18
180173525,1906033672,3
180173526,1906033193,42
180173527,1906033112,69
180173528,1906033640,5
180173529,395045782,7
180173530,1906033070,12
180173531,1906033368,11
180173533,1906033338,22
180173536,1906033486,7
180173537,1906033620,43
180173539,1906033372,5
180173540,1906033471,8
180173541,1906033383,24
180173542,1906033515,12
180173543,1906033043,28
180173545,1906033296,14
180173548,1906033498,29
180173549,395046691,19
180173550,1906033393,12
180173553,1906033600,6
180173554,1906033164,13
180173555,1906033528,36
180173556,1906033090,12
180173557,1906033168,23
180173558,1906033251,14
180173559,1906033985,9
180173560,1906033290,10
180173561,3894395638,14
180173562,1906033272,12
180173563,1906033869,16
180173564,1906034232,18
180173565,1906034095,1
180173566,1906034087,1
180173567,1906034256,1
180173568,1832281691,1
180173569,1906034085,1
180173570,1906033946,1
180173571,1906034206,2
180173572,1906033828,2
180173573,1906033848,1
180173574,1906033983,1
180173575,1906033799,2
180173576,1906034065,1
180173577,1906033939,1
180173578,1906034174,1
180173579,1832281719,1
180173580,1906033850,1
180173581,1906034188,1
180173582,1906033969,1
180173583,1906033977,1
180173584,1906034139,1
180173585,1906033761,1
180173586,1906033776,1
180173587,1906033971,1
180173588,1906033816,2
180173589,1906033888,1
180173590,1906033933,1
180173591,1906034007,1
180173592,1906033993,1
180173593,1906033713,1
180173594,1906033948,1
180173595,1906033698,3
180173596,1906034023,2
180173597,1906033814,3
180173598,508808901,4
180173599,1906033991,2
180173600,1906034224,2
180173601,1906033811,2
180173602,1906034099,2
180173603,1906033896,2
180173604,1906033844,2
180173605,1906034153,2
180173606,1906033818,3
180173607,1906033923,5
180173608,1906034143,2
180173609,1906034164,2
180173610,1906034149,2
180173611,1906034212,2
180173612,1906033809,3
180173613,1906034133,2
180173614,1906034216,2
180173615,1906034192,2
180173616,1906033917,2
180173617,1906034230,2
180173618,1906034003,2
180173619,1906033832,3
180173620,1906033935,3
180173621,1906033677,2
180173622,1906034234,2
180173624,1906034049,2
180173625,4209291750,41
180173627,1906034114,3
180173629,1906033778,4
180173630,1906034214,3
180173632,1906033676,5
180173634,1906033856,4
180173636,1256199431,5
180173640,1906034063,4
180173643,1906034137,3
180173647,1906034032,3
180173650,1906034025,4
180173652,1906033511,6
180173653,1906034178,4
180173657,1906033084,4
180173659,1906033539,8
180173661,1906033803,6
180173662,1906033807,6
180173663,1906034128,4
180173664,1906033789,4
180173667,1906034089,6
180173672,1906033989,5
180173673,1906034141,5
180173674,1906033731,7
180173676,1906034079,5
180173677,1906034091,6
180173687,1906033434,8
180173689,1906033549,10
180173690,1906034158,8
180173691,1906033892,10
180715036,1708221523,2
180715038,1911692655,22
180715965,358822238,31
181331226,1917544762,6
181447714,122958534,1
181447715,1918713747,12
181447716,1918713851,17
181447720,1918713646,5
181447721,1918713792,13
181447722,1918713784,15
181447723,568582482,1
181447724,1918713757,1
181447726,1918713743,2
181447727,1918713703,6
181562183,518301020,2
181562184,1919738496,6
181665143,122648547,1
181665147,1920809380,4
181665148,122746434,1
181665149,1920809347,1
181980790,296093442,10
182084884,1924244561,5
182766314,1931207559,1
182766315,1931207567,10
183238951,1936092538,11
183238953,1936092502,28
183238954,1936092616,9
183238955,1936092557,2
183238956,1936092499,18
183238957,1936092525,5
183238958,1936092439,28
183239422,1936095573,5
183239423,3695625822,133
183247291,436823851,14
183247454,3723681567,43
183247455,1936092587,21
183364609,1554544815,28
183364611,1937380755,176
183364612,1937380659,14
183364613,1937380632,34
183367179,1937426860,20
183367181,1937426862,19
183367182,1937426899,4
183367183,5503861775,19
183367184,1937426900,4
183532349,1939301444,3
183532351,1939301517,4
183532362,1939301436,7
183532365,1939301362,4
183532369,621578045,25
183533052,1939307356,3
183533055,4427021047,70
183533057,1939307339,6
183533058,4825879047,5
184843075,1832665955,8
184843077,325031814,1
184843078,351659858,1
184843079,325031699,1
184843080,1832665924,1
184843081,123110492,7
184843082,330976002,6
184960300,1955250929,21
184960301,1955250962,4
184960302,1955250817,4
184960303,1955250874,4
184960304,1955250950,12
184960308,1955251094,15
184960309,1955250779,14
184960312,1955251088,15
184960314,1955250955,16
184960315,1955250823,1
184960316,1955251064,1
184960317,1955251031,1
184960318,1955251101,1
184960319,1955250798,1
184960320,1955250783,1
184960321,1955251105,1
184960322,1955251017,21
184960324,1955251101,20
184960325,1955250978,22
184960326,1955250978,24
184960327,1955250985,27
184960328,1955251039,2
184960329,1955251124,2
184960330,1955250994,2
184960331,1955250748,37
184960332,1955251047,4
184960333,1955251082,6
184960334,1955250859,12
184993826,1955726739,5
184993827,1955727048,10
184993828,1955727208,12
184993829,1955726923,13
184993830,1955727168,13
184993831,1955727217,13
184993832,1955726779,15
184993833,1955727220,17
184993834,1955727437,18
184993835,1955727565,18
184993836,1955727027,19
184993837,1955727710,20
184993840,1955728111,35
184993841,1955727085,4
184993843,1955727801,4
184993845,1955727182,4
184993851,1955726685,4
184993856,1955727479,4
184993863,1955726597,4
184993864,1955728064,4
184993865,1955726735,4
184993866,1955728056,4
184993868,1955726634,4
184993872,1955727164,4
184993874,1955726641,4
184993875,1955727068,4
184993876,1955726611,4
184993878,1955726906,4
184993879,1955727533,4
184993886,1955727639,5
184993887,1955727078,6
184993888,1955727228,6
184993889,1955727201,6
184993893,1955727143,6
184993894,1955727384,8
184993895,1955727924,8
184993896,1955727218,8
184993897,1955727879,8
184993900,1955727562,9
184993902,1955727086,9
184993904,1955727180,12
184993905,1955726759,13
184993906,4428900809,18
184993909,1702176842,20
184993911,1955726857,15
184993913,1955726866,16
184993914,1955727364,19
184993916,1955726806,1
184993918,1955727334,1
184993919,1955726858,1
184993920,1955727790,1
184993921,1955726866,1
184993922,1955727167,1
184993923,1955727962,1
184993924,1955726800,1
184993925,1836170724,1
184993926,1955727893,1
184993927,1955726776,15
184993928,1955727982,1
184993929,1955726793,1
184993930,1955727074,1
184993931,1955727457,1
184993932,1955726862,1
184993933,1955727135,1
184993934,1955726765,1
184993935,1955726755,1
184993936,1955727975,1
184993937,1955726825,1
184993938,1955726787,1
184993940,1955727886,2
184993941,1955726767,2
184993942,1955727819,2
184993944,1955726937,2
184993945,1955726777,2
184993946,1955727162,2
184993947,1955726841,3
184993948,1955727139,2
184993949,1955728133,32
184993950,1834861935,3
184993951,1955726700,2
184993952,1955727603,4
184993954,1955726875,3
184993955,1955727022,3
184993956,1955726991,3
184993957,1955726875,45
184993960,1955726872,4
184993962,122584491,4
184993963,1955726842,4
184993965,1955727930,6
184993966,1955727023,4
184993969,1955727358,4
184993971,1955727603,5
184993973,1955726826,5
184993974,1955727987,5
184993975,1955727224,6
184993976,1955727000,5
184993977,1702176688,5
184993978,1822415691,5
184993979,1955726834,5
184993981,1955727100,6
184993983,1955727636,6
184993984,2283650234,7
184993985,1955727546,6
184993986,1955726793,9
184993987,1955727130,8
184993988,1955726817,10
184993989,1955727543,8
184993990,1955727019,8
184993991,1955727965,9
184993992,1955727089,1
184993993,1955727205,3
184993994,1955728080,4
185026221,122620234,4
185026222,728447127,3
185026224,1282223408,20
185256372,3010007763,13
185256383,1958130552,1
185256384,1958130549,1
185256386,1958130548,1
185256387,1958130553,1
185256388,1958130547,1
185256390,331371750,1
185256391,331371788,1
185256406,783718104,10
185256408,2936005873,8
185324466,1958939050,4
185324469,1958938988,13
185324472,1958938937,5
185324473,1958938627,16
185324474,1958938848,13
185324479,1958939002,13
185324481,1958938905,10
185324483,1958939749,44
185324486,1958939381,11
185324495,1958939776,13
185324496,1958939709,14
185324503,4458631581,8
185324504,1958939657,17
185324506,1958939524,29
185324509,1958939280,13
185324514,1958939060,5
185324515,1958938898,7
185324516,1958938870,14
185324522,1958939668,8
185324524,1958938798,4
185324526,1958938830,8
185324527,1958939741,4
185324529,1958938886,11
185324531,1958939556,14
185324532,1958939570,10
185887337,123099104,6
185887338,1841782990,16
185887340,303641326,2
185887341,1965784072,2
185887343,123071741,3
185887344,122909789,4
185887345,330905647,24
185887346,4046563132,4
185887347,394827448,4
185887425,1832281716,9
186129472,4843040371,3
186129473,545640340,2
186129474,796698687,4
186129503,4026313616,13
189820671,2004290893,2
189820672,2004290856,3
189820673,2004290881,30
189820674,2004290798,9
189820675,2004290816,7
189820676,2004290682,2
189820677,2004290685,2
189820678,2004290781,25
189820679,2004290871,14
189820680,2004290680,11
189820681,2004290918,7
189820682,2004290840,8
189820683,2004290772,3
189820684,2004290758,2
189820685,2004290701,6
189820687,2004290765,9
189820690,2004290769,2
189820693,2004290922,11
189820697,2004290781,6
189820703,2004290816,1
189820705,2004307247,1
189820706,2004290849,8
189820707,2004290899,5
189820708,2004290756,1
189820709,2004290884,4
189821082,2004300014,13
189823706,2004290922,7
189823707,2004290794,17
189823708,2004290794,3
189823709,2004307242,1
190527512,122596755,5
190527514,2011707681,9
190874338,2014792998,9
190874339,2014792955,3
190874340,2014792842,2
190874341,122644198,5
190874342,2014792860,3
190874343,2014792988,12
190874344,122848369,1
190874345,2014792846,6
190874346,2014792827,4
190874347,122682200,11
190874348,2014792877,4
190874349,122808450,15
190874350,2014792997,1
190874351,2014792821,6
190874352,2014792964,2
190874353,2296486384,19
190874354,122958534,2
190874355,2014792986,3
190874356,2014792991,1
190874357,2014792880,2
190874359,2014792863,1
190874360,2014792947,3
190874361,2014792960,2
190874362,2296486377,12
190874363,2014792871,3
190874364,339579182,2
190874365,2014792857,3
190874366,2014792992,1
190874367,2014792830,12
190874368,2014792983,1
190874369,2014792972,2
192288027,2028452403,1
192598527,2031472554,3
192598528,2031472542,9
192598529,2031472590,8
192598530,2031472624,11
192598531,2031472596,4
193065117,1822415619,4
193923013,736959083,131
193966908,1420539852,2
195210912,2056825917,9
195210914,2056825955,8
195210923,2056825793,17
195822540,2062391917,178
195822547,2062391052,65
195822552,2062391159,102
195822563,2322587572,11
195822570,410079341,113
195822578,4037057957,4
195822579,2322568287,36
195822583,2062393002,6
195822585,2062391951,9
195822588,2062393079,12
195822590,2062392474,13
195822593,2062391619,8
200347829,2103369792,56
202909455,2128525350,3
203579435,331299181,4
203651884,2136545209,7
203655611,330086769,7
203722985,331297508,15
203723196,331297502,6
203723628,2137217548,6
203723629,331297305,8
203844600,331321935,2
203844601,331321947,1
206039615,568104160,3
206039792,568104952,34
208021225,5211344402,74
211226168,2212479214,4
211226178,2212479218,4
211359713,2213716219,1
211359714,2213716127,1
211359715,2213716158,1
211359716,2213716165,2
211359719,2213716183,1
211359720,2213716112,23
211359722,2213716181,1
211359723,2213716122,1
211359724,2213716225,1
211359726,2213716190,19
211359727,353178050,12
211359729,2213716170,1
211359730,2213716187,2
211359731,2213716146,1
213290238,2230201222,17
213290243,2230201258,1
213290259,2230201195,2
213290262,2230201203,3
213290265,2230201208,2
213290270,1833720162,3
213290283,2230201215,4
213290286,2230201250,5
213290299,2230201131,47
213290301,2230201149,18
213290303,2230201069,19
213290305,2230200979,24
213290306,2230201173,8
213290308,2230200891,40
213565026,2232395521,107
213565035,2232395972,42
213565037,2232395341,67
213565038,2232395502,78
213567409,2232424608,45
213568826,2232444771,16
213568827,2232444866,14
213568828,395046880,16
213568829,2232444746,30
213568830,2232444744,38
213568831,2232445140,7
213568832,817260910,5
213568833,2232444935,5
213568834,2232444807,6
213568835,2232445078,8
213568836,508808901,102
213568837,817261005,11
213568838,2232445020,8
213568839,2232444722,112
213568840,2232445144,5
213921798,1155974599,13
213921799,2235681248,3
213921800,1710403077,4
215674853,1840720087,41
215674860,3886975263,58
215677740,2251468928,13
215677742,2251468735,15
215677744,2251468852,32
215677747,2251468766,115
215677750,2251469197,131
215679978,2251489596,16
215679980,2251489560,48
215680413,2251492513,42
