id,node_id,position
13291774,122640219,2
13291817,122640815,20
13291818,122640834,13
13291826,353185002,4
13291829,122640892,1
13291832,122640902,4
13291851,122641027,3
13291860,122641069,9
13291868,560223926,4
13291872,122641147,6
13291877,122641168,16
13291880,122641177,6
13291887,353181254,8
13291898,122641267,1
13291905,122641286,2
13291907,122641308,23
13291921,813811320,14
13291948,122641536,3
13291971,122641771,23
13291997,122642061,1
13292026,1568274371,13
13292039,122642281,6
13292048,353194201,3
13292053,4049033706,4
13292059,122642437,12
13292074,122642554,2
13292079,2316479656,1
13292086,537448299,4
13292092,677280625,5
13292199,122643345,74
13292264,122626058,5
13292268,122644954,1
13292273,122644979,1
13292274,2315419661,1
13292287,122645097,1
13292291,122631422,37
13292306,3701373596,3
13292308,122645205,3
13292310,122645234,19
13292313,560651134,2
13292316,122645216,5
13292360,122645668,4
13292367,122645691,7
13292380,122645749,2
13292384,122645765,2
13292385,353677945,4
13292390,122645813,8
13292400,122645949,4
13292403,122645972,2
13292404,122645981,9
13292407,122646013,1
13292415,122646088,22
13292417,122613502,4
13292439,122646251,3
13292445,122646308,2
13292450,353679320,9
13292457,122609261,18
13292496,541336848,28
13292498,541336848,6
13292514,122646721,11
13292518,122646747,17
13292521,122569230,1
13292526,122646787,10
13292528,122646768,7
13292530,560651656,3
13292537,122646852,36
13292539,354487642,3
13292541,122645234,7
13292543,122646875,3
13292546,122646903,11
13292580,122647051,12
13292585,122647064,4
13292644,122647399,5
13292648,122647422,6
13292652,122647444,18
13292660,122647486,2
13292662,122647514,10
13292664,122647523,6
13292668,122582890,5
13292669,122647565,1
13292706,122647941,1
13292708,122647949,2
13292743,122648187,4
13292784,122648488,27
13292794,1920809396,2
13292807,122648643,6
13292839,122648813,10
13292843,122648813,8
13292845,122648895,1
13292847,122648934,9
13292858,122648988,7
13292883,122649209,6
13292894,122649255,16
13292899,122649282,2
13292912,122649335,17
13292913,122649358,2
13292931,122649486,26
13292935,122649507,2
13292938,122649527,2
13292981,122649824,12
13293012,122650028,1
13293016,122650063,5
13293021,122650105,2
13293023,122650121,15
13293039,122650215,7
13293040,122650206,1
13293053,122650314,1
13293059,122650342,7
13293062,122636394,22
13293069,122650384,2
13293071,3504234175,9
13293074,122650407,3
13293076,122650412,2
13293078,122650417,8
13293106,122650513,3
13293164,122650812,26
13293167,122650833,19
13293186,122651013,2
13293199,122651091,6
13293212,1834940324,28
13293252,122651421,11
13293282,122651644,2
13293301,122651771,11
13293308,122651848,10
13293327,122652077,65
13293333,122652115,21
13293337,122652124,5
13293339,122652140,7
13293375,122652313,2
13293377,122652336,11
13293393,122652529,1
13293402,2321316141,8
13293425,122652793,3
13293464,3527304184,10
13293468,122653012,2
13293469,122653019,1
13293472,122653033,6
13293478,122653092,21
13293523,567324862,91
13293526,122653396,18
13293544,3504143430,1
13293545,122653499,14
13293564,122653664,43
13293576,122653770,4
13293590,122653842,2
13293597,353484331,7
13293599,122653915,9
13293601,122653941,12
13293604,122653923,14
13293605,122653976,4
13293612,122654017,3
13293631,354029286,21
13293647,122654225,12
13293648,122654245,2
13293650,122654217,1
13293653,355970491,7
13293654,122591052,1
13293677,122654469,5
13293689,122654540,2
13293690,122654548,2
13293691,122654544,3
13293704,122654709,1
13293748,2062391955,69
13293772,122655187,1
13293798,122655432,1
13293805,122655478,6
13293859,1834771293,3
13293862,122656078,3
13293878,122656235,17
13293880,122656265,5
13293888,122656301,15
13293897,122656361,8
13293918,122656487,13
13293928,122656517,3
13293943,122656524,1
13293956,122656692,1
13294040,122657212,1
13294055,122657287,19
13294057,343797199,14
13294060,122716520,11
13294073,353194949,2
13294076,122657405,20
13294086,122657482,4
13294088,122657502,11
13294090,122657512,1
13294091,353443970,6
13294108,122657605,1
13294150,122657871,14
13294157,122657945,2
13294158,122657953,4
13294159,3588219172,10
13294166,122658071,5
13294183,122658250,7
13294211,122658520,16
13294212,122658563,12
13294230,122658680,4
13294240,122650387,6
13294247,122658785,3
13294266,122658872,1
13294274,122658907,4
13294282,122658948,1
13294292,122659000,11
13294307,122659094,1
13294311,537505805,12
13294318,122659166,3
13294322,122659204,50
13294324,122659217,4
13294347,122659312,1
13294377,122659466,15
13294385,122659518,1
13294388,122659523,3
13294392,122634931,1
13294395,122659546,7
13294396,122659554,1
13294398,122659563,6
13294400,122620750,4
13294404,122659597,1
13294418,353679622,6
13294456,122659887,4
13294459,122659905,1
13294466,122635078,9
13294476,122660043,1
13294479,2938311343,9
13294483,122640325,11
13294513,122660262,9
13294522,1834771283,14
13294532,122660390,4
13294601,558723567,24
13294622,122661629,1
13294623,677280631,3
13294631,122661681,3
13294633,122661688,1
13294661,122661820,4
13294664,122661837,1
13294754,122662388,18
13294755,122662402,4
13294758,353442951,11
13294762,122662449,6
13294770,122662487,8
13294775,122662511,7
13294777,545639774,1
13294780,122662550,1
13294783,122662559,1
13294813,122662873,3
13294847,122652310,13
13294850,122663102,1
13294878,122663292,21
13294882,122663321,3
13294884,2379526615,1
13294897,122663401,1
13294900,122663415,3
13294902,122663428,6
13294930,353697027,5
13294936,122663605,8
13294938,122663615,5
13294942,122663711,1
13294946,122663734,3
13294948,122615026,2
13294952,122663765,13
13294953,343796539,2
13294960,122663821,5
13294993,122664033,2
13295002,122664125,3
13295010,122664173,9
13295024,122664280,4
13295026,122664296,4
13295038,122664348,1
13295062,353767638,1
13295066,122664615,5
13295068,122664630,3
13295075,122664707,11
13295081,122664905,1
13295095,122665032,1
13295099,122665071,7
13295112,122665194,12
13295114,122665217,2
13295127,122665371,12
13295132,122602062,8
13295134,122665406,9
13295138,122665444,16
13295170,122665640,17
13295175,122665670,18
13295194,122665785,1
13295197,122665805,11
13295248,122666131,4
13295259,122666196,11
13295298,3467887078,9
13295303,122666400,23
13295314,122666437,15
13295315,122666477,12
13295329,122666563,1
13295331,122610826,1
13295336,122666590,3
13295360,122666615,4
13295368,330342085,3
13295373,353735746,9
13295383,122666989,6
13295399,122789487,1
13295410,530903741,5
13295422,122667345,1
13295437,122667469,9
13295439,122667486,2
13295440,122667494,2
13295442,122667485,3
13295443,122667492,1
13295449,122667541,28
13295456,122667574,4
13295472,122667677,5
13295476,122667701,8
13295484,122667748,7
13295523,122637807,16
13295538,122668112,5
13295561,122668259,10
13295575,122668331,12
13295583,122668410,7
13295589,122637922,19
13295594,3588001492,11
13295602,122668498,1
13295605,3695409966,8
13295652,122668753,1
13295711,122669007,13
13295734,122669144,4
13295742,122669189,3
13295749,122669215,7
13295785,122669427,3
13295798,122637804,1
13295800,122669505,10
13295802,122669518,8
13295804,122669533,3
13295806,122669547,3
13295879,122669922,1
13295893,343477662,8
13295922,122670295,1
13295930,559229393,20
13295963,355282465,8
13295978,122670707,36
13296005,122670826,1
13296008,122669547,2
13296011,122670839,6
13296018,122670857,1
13296032,122670920,14
13296039,122621353,11
13296043,122670984,2
13296046,354012060,4
13296077,122671165,8
13296144,122671499,3
13296149,122671522,2
13296161,122671577,1
13296174,122671681,4
13296234,353484224,2
13296264,4003363553,7
13296267,568210074,1
13296280,122672303,9
13296285,122672345,1
13296288,122672366,1
13296348,122672662,4
13296415,122673145,1
13296419,122666660,4
13296449,343382468,2
13296465,3639633499,4
13296535,122673848,8
13296543,122673911,4
13296544,1834896269,3
13296554,122673999,1
13296564,122674049,5
13296565,122674054,3
13296570,122674113,3
13296611,122674419,17
13296614,353476023,4
13296637,122674623,8
13296647,122674683,2
13296656,122674715,4
13296658,122674727,7
13296660,122674752,16
13296667,122674786,1
13296675,122674838,8
13296676,122674857,5
13296694,355981808,15
13296719,122589746,6
13296722,122675126,1
13296734,122630479,5
13296735,343482774,7
13296739,122675271,13
13296757,122675406,3
13296773,122675546,9
13296795,122675714,2
13296797,122675721,2
13296805,343477653,9
13296808,122675766,8
13296833,353365446,4
13296869,122676259,23
13296874,122676291,21
13296875,122676278,10
13296878,122676305,8
13296881,122676347,36
13296883,122676337,16
13296885,4069875864,19
13296889,353365954,4
13296892,122676413,29
13296898,122676494,8
13296906,122676516,1
13296921,122676591,12
13296934,122676654,4
13296944,122676731,5
13296952,122676802,2
13296954,122675646,40
13296985,122677012,5
13296987,122677021,1
13296990,122677043,7
13297009,122677208,2
13297015,122677237,4
13297017,122677247,4
13297019,122677273,16
13297022,122677285,4
13297026,122677326,3
13297039,3569763006,1
13297055,122677618,7
13297058,122677639,4
13297063,1840719337,9
13297067,122677682,16
13297082,122677798,8
13297136,122678134,3
13297152,122678313,3
13297176,3581690307,8
13297179,122678561,9
13297181,343709548,24
13297191,122678721,6
13297193,122678739,5
13297197,122595912,79
13297200,122678811,5
13297202,122678885,3
13297216,122621424,6
13297217,3633075706,12
13297226,122679112,5
13297229,122679130,10
13297231,122679139,3
13297233,2949982387,6
13297236,122679181,2
13297279,4421269100,3
13297298,1832690144,15
13297310,122679713,2
13297312,122621183,1
13297347,353464979,19
13297350,122680076,1
13297359,122680126,4
13297391,122680333,6
13297393,122680340,2
13297402,558749726,6
13297431,122680592,4
13297434,122680607,1
13297446,122680720,4
13297456,122680772,1
13297468,122680814,15
13297504,122681056,10
13297505,122681065,1
13297507,813762084,15
13297512,122681110,5
13297514,122641176,3
13297558,3636662799,14
13297566,122681534,3
13297592,122681709,1
13297603,122681754,4
13297614,122681834,23
13297627,122681944,1
13297675,122676839,1
13297710,122682418,2
13297715,122682442,12
13297720,122682472,1
13297740,122682691,42
13297741,122682703,1
13297749,122682738,5
13297752,122657401,2
13297771,122607382,2
13297772,122624359,1
13297784,122682858,1
13297815,122683024,12
13297839,122683185,7
13297840,1920809333,3
13297844,122683235,3
13297847,122683251,1
13297852,122683322,1
13297857,122683353,10
13297861,122683394,6
13297865,839541578,15
13297867,122683468,14
13297868,122683500,2
13297869,122683524,4
13297871,4405322257,1
13297874,122683573,10
13297879,122683620,4
13297901,122683832,17
13297903,122683845,3
13297910,122683877,2
13297950,122684151,1
13297970,122684369,7
13297979,122684486,5
13297982,122684480,6
13298013,523267618,15
13298029,122684793,12
13298058,4077104085,2
13298091,122685315,7
13298095,122685356,7
13298156,122685781,1
13298163,122685832,3
13298179,354976020,8
13298190,122686071,2
13298195,122686119,8
13298200,122686148,5
13298223,122675661,3
13298230,122686336,6
13298233,122686358,1
13298243,122596628,44
13298254,122686519,4
13298263,122686581,1
13298279,122686672,3
13298291,122686769,16
13298307,122686902,2
13298318,122686970,14
13298319,122686990,6
13298340,122687138,1
13298351,122687232,3
13298355,122687255,3
13298360,560225193,1
13298367,122687331,1
13298368,122687340,1
13298369,122687355,2
13298408,122687581,23
13298413,122687949,7
13298415,1834771263,3
13298419,122688002,3
13298424,122688036,3
13298444,122688326,3
13298448,122688368,12
13298467,122688443,1
13298484,122688525,1
13298496,353071925,2
13298498,122688718,11
13298538,122688959,1
13298540,122688981,8
13298550,122689067,4
13298574,122675404,1
13298585,122689307,16
13298608,122689465,12
13298624,122689585,4
13298629,122689611,4
13298636,122677321,3
13298639,122689650,4
13298674,122689934,2
13298712,353275961,2
13298715,122600123,1
13298721,122690359,6
13298741,3448273152,13
13298748,122690539,169
13298752,122690579,9
13298799,122690788,6
13298801,122690797,1
13298841,122691000,7
13298847,122691036,1
13298849,122691034,9
13298877,1831671465,7
13298888,122691307,12
13298891,122691337,3
13298897,122691366,18
13298912,122691438,3
13298931,122691561,10
13298933,122691568,1
13298939,122691594,16
13298986,122691828,6
13299002,122691915,6
13299019,122692010,1
13299064,122692252,5
13299066,122692263,1
13299113,122692555,16
13299119,353078031,8
13299125,122692654,4
13299133,122692692,2
13299134,122692710,3
13299135,122692718,2
13299139,122692746,4
13299146,353427389,5
13299147,122692819,1
13299190,122693198,1
13299201,122693249,1
13299204,122693268,28
13299209,122693294,4
13299230,122693422,10
13299295,355283919,2
13299298,122693998,3
13299315,122694105,25
13299323,122694139,1
13299327,122694158,4
13299332,122694195,14
13299336,343491390,5
13299344,122694268,11
13299351,122694299,6
13299352,122694305,1
13299378,122667738,32
13299385,122617195,9
13299399,122694562,32
13299404,122906338,7
13299432,122694735,3
13299479,122695045,12
13299518,122695342,4
13299525,122695377,10
13299528,530887807,6
13299537,122695422,1
13299539,122693790,29
13299544,122695429,26
13299554,122695496,2
13299562,122695534,5
13299577,122732108,12
13299579,122695638,10
13299582,1426695468,10
13299604,122695772,14
13299630,122695874,1
13299648,122695963,5
13299663,1320934811,10
13299697,122696168,5
13299708,122696226,15
13299711,5337672185,14
13299714,122696310,7
13299770,353064307,1
13299772,122696575,4
13299782,122696629,2
13299784,122622006,9
13299873,122697335,7
13299876,353179459,4
13299889,122697459,6
13299910,122697562,8
13299913,3375626068,7
13299946,122697703,2
13299960,122697759,10
13299964,122697788,7
13299994,122697988,35
13299999,353678325,6
13300024,122698131,10
13300028,3572196163,15
13300045,122698255,22
13300072,122698356,3
13300090,122621195,1
13300093,122698471,10
13300124,2014792972,4
13300129,122698667,1
13300132,122698684,2
13300160,122698821,2
13300163,122698830,20
13300175,122641771,66
13300191,4405139199,7
13300216,122699066,3
13300246,122699262,3
13300250,122699307,1
13300251,353186367,4
13300253,122699335,21
13300255,122699355,15
13300267,122699471,21
13300277,122699517,1
13300281,122699539,8
13300294,122699585,3
13300395,122677235,4
13300398,122571486,2
13300413,122700222,21
13300416,122700241,1
13300418,122700262,7
13300449,122700497,11
13300450,122700509,4
13300466,122700616,6
13300467,122700637,4
13300489,122700837,10
13300503,343722362,6
13300506,122700886,3
13300509,122700912,3
13300512,122700919,6
13300514,122700926,1
13300521,122678739,5
13300527,122701008,5
13300550,122701129,1
13300557,122701145,2
13300574,122701204,4
13300581,122701228,4
13300584,122701272,8
13300590,122701334,15
13300601,122701414,7
13300615,4833542408,6
